format,group,year,revenue
Music Video (Physical),Other,1995-01-01,369.561923228
Music Video (Physical),Other,1996-01-01,384.70756979
Music Video (Physical),Other,1997-01-01,515.933347664
Music Video (Physical),Other,1998-01-01,796.771509202
Music Video (Physical),Other,1999-01-01,578.067178271
Music Video (Physical),Other,2000-01-01,418.523277003
Music Video (Physical),Other,2001-01-01,475.224643704
Music Video (Physical),Other,2002-01-01,409.847019455
Music Video (Physical),Other,2003-01-01,555.637142935
Music Video (Physical),Other,2004-01-01,821.783644256
Music Video (Physical),Other,2005-01-01,788.30847619
Music Video (Physical),Other,2006-01-01,572.057900298
Music Video (Physical),Other,2007-01-01,598.012924747
Music Video (Physical),Other,2008-01-01,269.902584265
Music Video (Physical),Other,2009-01-01,249.77373227
Music Video (Physical),Other,2010-01-01,208.224874344
Music Video (Physical),Other,2011-01-01,171.620781634
Music Video (Physical),Other,2012-01-01,129.85137719
Music Video (Physical),Other,2013-01-01,116.639672376
Music Video (Physical),Other,2014-01-01,96.875251056
Music Video (Physical),Other,2015-01-01,75.973614493
Music Video (Physical),Other,2016-01-01,60.634642175
Music Video (Physical),Other,2017-01-01,40.279585351
Music Video (Physical),Other,2018-01-01,28.060663877
Music Video (Physical),Other,2019-01-01,27.705246783
On-Demand Streaming (Ad-Supported),Streaming,1973-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1974-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1975-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1976-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1977-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1978-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1979-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1980-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1981-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1982-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1983-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1984-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1985-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1986-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1987-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1988-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1989-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1990-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1991-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1992-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1993-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1994-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1995-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1996-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1997-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1998-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,1999-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2000-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2001-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2002-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2003-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2004-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2005-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2006-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2007-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2008-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2009-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2010-01-01,0
On-Demand Streaming (Ad-Supported),Streaming,2011-01-01,129.340695033
On-Demand Streaming (Ad-Supported),Streaming,2012-01-01,190.339615647
On-Demand Streaming (Ad-Supported),Streaming,2013-01-01,242.396097837
On-Demand Streaming (Ad-Supported),Streaming,2014-01-01,306.475448007
On-Demand Streaming (Ad-Supported),Streaming,2015-01-01,401.245264147
On-Demand Streaming (Ad-Supported),Streaming,2016-01-01,521.288175026
On-Demand Streaming (Ad-Supported),Streaming,2017-01-01,686.918081261
On-Demand Streaming (Ad-Supported),Streaming,2018-01-01,773.294916688
On-Demand Streaming (Ad-Supported),Streaming,2019-01-01,908.149330523
Other Ad-Supported Streaming,Streaming,1973-01-01,0
Other Ad-Supported Streaming,Streaming,1974-01-01,0
Other Ad-Supported Streaming,Streaming,1975-01-01,0
Other Ad-Supported Streaming,Streaming,1976-01-01,0
Other Ad-Supported Streaming,Streaming,1977-01-01,0
Other Ad-Supported Streaming,Streaming,1978-01-01,0
Other Ad-Supported Streaming,Streaming,1979-01-01,0
Other Ad-Supported Streaming,Streaming,1980-01-01,0
Other Ad-Supported Streaming,Streaming,1981-01-01,0
Other Ad-Supported Streaming,Streaming,1982-01-01,0
Other Ad-Supported Streaming,Streaming,1983-01-01,0
Other Ad-Supported Streaming,Streaming,1984-01-01,0
Other Ad-Supported Streaming,Streaming,1985-01-01,0
Other Ad-Supported Streaming,Streaming,1986-01-01,0
Other Ad-Supported Streaming,Streaming,1987-01-01,0
Other Ad-Supported Streaming,Streaming,1988-01-01,0
Other Ad-Supported Streaming,Streaming,1989-01-01,0
Other Ad-Supported Streaming,Streaming,1990-01-01,0
Other Ad-Supported Streaming,Streaming,1991-01-01,0
Other Ad-Supported Streaming,Streaming,1992-01-01,0
Other Ad-Supported Streaming,Streaming,1993-01-01,0
Other Ad-Supported Streaming,Streaming,1994-01-01,0
Other Ad-Supported Streaming,Streaming,1995-01-01,0
Other Ad-Supported Streaming,Streaming,1996-01-01,0
Other Ad-Supported Streaming,Streaming,1997-01-01,0
Other Ad-Supported Streaming,Streaming,1998-01-01,0
Other Ad-Supported Streaming,Streaming,1999-01-01,0
Other Ad-Supported Streaming,Streaming,2000-01-01,0
Other Ad-Supported Streaming,Streaming,2001-01-01,0
Other Ad-Supported Streaming,Streaming,2002-01-01,0
Other Ad-Supported Streaming,Streaming,2003-01-01,0
Other Ad-Supported Streaming,Streaming,2004-01-01,0
Other Ad-Supported Streaming,Streaming,2005-01-01,0
Other Ad-Supported Streaming,Streaming,2006-01-01,0
Other Ad-Supported Streaming,Streaming,2007-01-01,0
Other Ad-Supported Streaming,Streaming,2008-01-01,0
Other Ad-Supported Streaming,Streaming,2009-01-01,0
Other Ad-Supported Streaming,Streaming,2010-01-01,0
Other Ad-Supported Streaming,Streaming,2011-01-01,0
Other Ad-Supported Streaming,Streaming,2012-01-01,0
Other Ad-Supported Streaming,Streaming,2013-01-01,0
Other Ad-Supported Streaming,Streaming,2014-01-01,0
Other Ad-Supported Streaming,Streaming,2015-01-01,0
Other Ad-Supported Streaming,Streaming,2016-01-01,86.559596683
Other Ad-Supported Streaming,Streaming,2017-01-01,273.040319024
Other Ad-Supported Streaming,Streaming,2018-01-01,255.967443871
Other Ad-Supported Streaming,Streaming,2019-01-01,251.064710118
Other Digital,Download,1973-01-01,0
Other Digital,Download,1974-01-01,0
Other Digital,Download,1975-01-01,0
Other Digital,Download,1976-01-01,0
Other Digital,Download,1977-01-01,0
Other Digital,Download,1978-01-01,0
Other Digital,Download,1979-01-01,0
Other Digital,Download,1980-01-01,0
Other Digital,Download,1981-01-01,0
Other Digital,Download,1982-01-01,0
Other Digital,Download,1983-01-01,0
Other Digital,Download,1984-01-01,0
Other Digital,Download,1985-01-01,0
Other Digital,Download,1986-01-01,0
Other Digital,Download,1987-01-01,0
Other Digital,Download,1988-01-01,0
Other Digital,Download,1989-01-01,0
Other Digital,Download,1990-01-01,0
Other Digital,Download,1991-01-01,0
Other Digital,Download,1992-01-01,0
Other Digital,Download,1993-01-01,0
Other Digital,Download,1994-01-01,0
Other Digital,Download,1995-01-01,0
Other Digital,Download,1996-01-01,0
Other Digital,Download,1997-01-01,0
Other Digital,Download,1998-01-01,0
Other Digital,Download,1999-01-01,0
Other Digital,Download,2000-01-01,0
Other Digital,Download,2001-01-01,0
Other Digital,Download,2002-01-01,0
Other Digital,Download,2003-01-01,0
Other Digital,Download,2004-01-01,0
Other Digital,Download,2005-01-01,0
Other Digital,Download,2006-01-01,0
Other Digital,Download,2007-01-01,0
Other Digital,Download,2008-01-01,0
Other Digital,Download,2009-01-01,0
Other Digital,Download,2010-01-01,0
Other Digital,Download,2011-01-01,0
Other Digital,Download,2012-01-01,0
Other Digital,Download,2013-01-01,0
Other Digital,Download,2014-01-01,0
Other Digital,Download,2015-01-01,0
Other Digital,Download,2016-01-01,18.259409536
Other Digital,Download,2017-01-01,17.610951916
Other Digital,Download,2018-01-01,20.199063312
Other Digital,Download,2019-01-01,21.517175006
Other Tapes,Tape,1973-01-01,89.825432432
Other Tapes,Tape,1974-01-01,68.970346856
Other Tapes,Tape,1975-01-01,48.470286245
Other Tapes,Tape,1976-01-01,22.914775044
Other Tapes,Tape,1977-01-01,0
Other Tapes,Tape,1978-01-01,0
Other Tapes,Tape,1979-01-01,0
Other Tapes,Tape,1980-01-01,0
Other Tapes,Tape,1981-01-01,0
Other Tapes,Tape,1982-01-01,0
Other Tapes,Tape,1983-01-01,0
Other Tapes,Tape,1984-01-01,0
Other Tapes,Tape,1985-01-01,0
Other Tapes,Tape,1986-01-01,0
Other Tapes,Tape,1987-01-01,0
Other Tapes,Tape,1988-01-01,0
Other Tapes,Tape,1989-01-01,0
Other Tapes,Tape,1990-01-01,0
Other Tapes,Tape,1991-01-01,0
Other Tapes,Tape,1992-01-01,0
Other Tapes,Tape,1993-01-01,0
Other Tapes,Tape,1994-01-01,0
Other Tapes,Tape,1995-01-01,0
Other Tapes,Tape,1996-01-01,0
Other Tapes,Tape,1997-01-01,0
Other Tapes,Tape,1998-01-01,0
Other Tapes,Tape,1999-01-01,0
Other Tapes,Tape,2000-01-01,0
Other Tapes,Tape,2001-01-01,0
Other Tapes,Tape,2002-01-01,0
Other Tapes,Tape,2003-01-01,0
Other Tapes,Tape,2004-01-01,0
Other Tapes,Tape,2005-01-01,0
Other Tapes,Tape,2006-01-01,0
Other Tapes,Tape,2007-01-01,0
Other Tapes,Tape,2008-01-01,0
Other Tapes,Tape,2009-01-01,0
Other Tapes,Tape,2010-01-01,0
Other Tapes,Tape,2011-01-01,0
Other Tapes,Tape,2012-01-01,0
Other Tapes,Tape,2013-01-01,0
Other Tapes,Tape,2014-01-01,0
Other Tapes,Tape,2015-01-01,0
Other Tapes,Tape,2016-01-01,0
Other Tapes,Tape,2017-01-01,0
Other Tapes,Tape,2018-01-01,0
Other Tapes,Tape,2019-01-01,0
Paid Subscription,Streaming,1973-01-01,0
Paid Subscription,Streaming,1974-01-01,0
Paid Subscription,Streaming,1975-01-01,0
Paid Subscription,Streaming,1976-01-01,0
Paid Subscription,Streaming,1977-01-01,0
Paid Subscription,Streaming,1978-01-01,0
Paid Subscription,Streaming,1979-01-01,0
Paid Subscription,Streaming,1980-01-01,0
Paid Subscription,Streaming,1981-01-01,0
Paid Subscription,Streaming,1982-01-01,0
Paid Subscription,Streaming,1983-01-01,0
Paid Subscription,Streaming,1984-01-01,0
Paid Subscription,Streaming,1985-01-01,0
Paid Subscription,Streaming,1986-01-01,0
Paid Subscription,Streaming,1987-01-01,0
Paid Subscription,Streaming,1988-01-01,0
Paid Subscription,Streaming,1989-01-01,0
Paid Subscription,Streaming,1990-01-01,0
Paid Subscription,Streaming,1991-01-01,0
Paid Subscription,Streaming,1992-01-01,0
Paid Subscription,Streaming,1993-01-01,0
Paid Subscription,Streaming,1994-01-01,0
Paid Subscription,Streaming,1995-01-01,0
Paid Subscription,Streaming,1996-01-01,0
Paid Subscription,Streaming,1997-01-01,0
Paid Subscription,Streaming,1998-01-01,0
Paid Subscription,Streaming,1999-01-01,0
Paid Subscription,Streaming,2000-01-01,0
Paid Subscription,Streaming,2001-01-01,0
Paid Subscription,Streaming,2002-01-01,0
Paid Subscription,Streaming,2003-01-01,0
Paid Subscription,Streaming,2004-01-01,0
Paid Subscription,Streaming,2005-01-01,195.309904762
Paid Subscription,Streaming,2006-01-01,261.490443452
Paid Subscription,Streaming,2007-01-01,288.585325615
Paid Subscription,Streaming,2008-01-01,262.896753877
Paid Subscription,Streaming,2009-01-01,245.722059132
Paid Subscription,Streaming,2010-01-01,249.025694317
Paid Subscription,Streaming,2011-01-01,281.639931715
Paid Subscription,Streaming,2012-01-01,445.276306223
Paid Subscription,Streaming,2013-01-01,706.011657475
Paid Subscription,Streaming,2014-01-01,831.834027499
Paid Subscription,Streaming,2015-01-01,1247.68
Paid Subscription,Streaming,2016-01-01,2390.49
Paid Subscription,Streaming,2017-01-01,3651.03
Paid Subscription,Streaming,2018-01-01,4740.33
Paid Subscription,Streaming,2019-01-01,5934.4
Ringtones & Ringbacks,Download,1973-01-01,0
Ringtones & Ringbacks,Download,1974-01-01,0
Ringtones & Ringbacks,Download,1975-01-01,0
Ringtones & Ringbacks,Download,1976-01-01,0
Ringtones & Ringbacks,Download,1977-01-01,0
Ringtones & Ringbacks,Download,1978-01-01,0
Ringtones & Ringbacks,Download,1979-01-01,0
Ringtones & Ringbacks,Download,1980-01-01,0
Ringtones & Ringbacks,Download,1981-01-01,0
Ringtones & Ringbacks,Download,1982-01-01,0
Ringtones & Ringbacks,Download,1983-01-01,0
Ringtones & Ringbacks,Download,1984-01-01,0
Ringtones & Ringbacks,Download,1985-01-01,0
Ringtones & Ringbacks,Download,1986-01-01,0
Ringtones & Ringbacks,Download,1987-01-01,0
Ringtones & Ringbacks,Download,1988-01-01,0
Ringtones & Ringbacks,Download,1989-01-01,0
Ringtones & Ringbacks,Download,1990-01-01,0
Ringtones & Ringbacks,Download,1991-01-01,0
Ringtones & Ringbacks,Download,1992-01-01,0
Ringtones & Ringbacks,Download,1993-01-01,0
Ringtones & Ringbacks,Download,1994-01-01,0
Ringtones & Ringbacks,Download,1995-01-01,0
Ringtones & Ringbacks,Download,1996-01-01,0
Ringtones & Ringbacks,Download,1997-01-01,0
Ringtones & Ringbacks,Download,1998-01-01,0
Ringtones & Ringbacks,Download,1999-01-01,0
Ringtones & Ringbacks,Download,2000-01-01,0
Ringtones & Ringbacks,Download,2001-01-01,0
Ringtones & Ringbacks,Download,2002-01-01,0
Ringtones & Ringbacks,Download,2003-01-01,0
Ringtones & Ringbacks,Download,2004-01-01,0
Ringtones & Ringbacks,Download,2005-01-01,551.89447619
Ringtones & Ringbacks,Download,2006-01-01,981.286639881
Ringtones & Ringbacks,Download,2007-01-01,1302.09
Ringtones & Ringbacks,Download,2008-01-01,1160.24
Ringtones & Ringbacks,Download,2009-01-01,837.504670989
Ringtones & Ringbacks,Download,2010-01-01,525.251935283
Ringtones & Ringbacks,Download,2011-01-01,313.9182774
Ringtones & Ringbacks,Download,2012-01-01,162.565728249
Ringtones & Ringbacks,Download,2013-01-01,107.548976379
Ringtones & Ringbacks,Download,2014-01-01,71.61127201
Ringtones & Ringbacks,Download,2015-01-01,58.874581007
Ringtones & Ringbacks,Download,2016-01-01,59.998070883
Ringtones & Ringbacks,Download,2017-01-01,37.040368455
Ringtones & Ringbacks,Download,2018-01-01,25.41009037
Ringtones & Ringbacks,Download,2019-01-01,21.426736902
SACD,Disc,1973-01-01,0
SACD,Disc,1974-01-01,0
SACD,Disc,1975-01-01,0
SACD,Disc,1976-01-01,0
SACD,Disc,1977-01-01,0
SACD,Disc,1978-01-01,0
SACD,Disc,1979-01-01,0
SACD,Disc,1980-01-01,0
SACD,Disc,1981-01-01,0
SACD,Disc,1982-01-01,0
SACD,Disc,1983-01-01,0
SACD,Disc,1984-01-01,0
SACD,Disc,1985-01-01,0
SACD,Disc,1986-01-01,0
SACD,Disc,1987-01-01,0
SACD,Disc,1988-01-01,0
SACD,Disc,1989-01-01,0
SACD,Disc,1990-01-01,0
SACD,Disc,1991-01-01,0
SACD,Disc,1992-01-01,0
SACD,Disc,1993-01-01,0
SACD,Disc,1994-01-01,0
SACD,Disc,1995-01-01,0
SACD,Disc,1996-01-01,0
SACD,Disc,1997-01-01,0
SACD,Disc,1998-01-01,0
SACD,Disc,1999-01-01,0
SACD,Disc,2000-01-01,0
SACD,Disc,2001-01-01,0
SACD,Disc,2002-01-01,0
SACD,Disc,2003-01-01,36.542277717
SACD,Disc,2004-01-01,22.466417152
SACD,Disc,2005-01-01,13.09047619
SACD,Disc,2006-01-01,6.974769345
SACD,Disc,2007-01-01,4.43977424
SACD,Disc,2008-01-01,3.681029526
SACD,Disc,2009-01-01,2.860004568
SACD,Disc,2010-01-01,1.993143504
SACD,Disc,2011-01-01,1.704842202
SACD,Disc,2012-01-01,1.494897613
SACD,Disc,2013-01-01,1.073719014
SACD,Disc,2014-01-01,0.82446336
SACD,Disc,2015-01-01,1.125529098
SACD,Disc,2016-01-01,1.28555661
SACD,Disc,2017-01-01,0.887142473
SACD,Disc,2018-01-01,0.875277267
SACD,Disc,2019-01-01,0.433302292
SoundExchange Distributions,Streaming,1973-01-01,0
SoundExchange Distributions,Streaming,1974-01-01,0
SoundExchange Distributions,Streaming,1975-01-01,0
SoundExchange Distributions,Streaming,1976-01-01,0
SoundExchange Distributions,Streaming,1977-01-01,0
SoundExchange Distributions,Streaming,1978-01-01,0
SoundExchange Distributions,Streaming,1979-01-01,0
SoundExchange Distributions,Streaming,1980-01-01,0
SoundExchange Distributions,Streaming,1981-01-01,0
SoundExchange Distributions,Streaming,1982-01-01,0
SoundExchange Distributions,Streaming,1983-01-01,0
SoundExchange Distributions,Streaming,1984-01-01,0
SoundExchange Distributions,Streaming,1985-01-01,0
SoundExchange Distributions,Streaming,1986-01-01,0
SoundExchange Distributions,Streaming,1987-01-01,0
SoundExchange Distributions,Streaming,1988-01-01,0
SoundExchange Distributions,Streaming,1989-01-01,0
SoundExchange Distributions,Streaming,1990-01-01,0
SoundExchange Distributions,Streaming,1991-01-01,0
SoundExchange Distributions,Streaming,1992-01-01,0
SoundExchange Distributions,Streaming,1993-01-01,0
SoundExchange Distributions,Streaming,1994-01-01,0
SoundExchange Distributions,Streaming,1995-01-01,0
SoundExchange Distributions,Streaming,1996-01-01,0
SoundExchange Distributions,Streaming,1997-01-01,0
SoundExchange Distributions,Streaming,1998-01-01,0
SoundExchange Distributions,Streaming,1999-01-01,0
SoundExchange Distributions,Streaming,2000-01-01,0
SoundExchange Distributions,Streaming,2001-01-01,0
SoundExchange Distributions,Streaming,2002-01-01,0
SoundExchange Distributions,Streaming,2003-01-01,0
SoundExchange Distributions,Streaming,2004-01-01,9.338450503
SoundExchange Distributions,Streaming,2005-01-01,26.704571429
SoundExchange Distributions,Streaming,2006-01-01,41.594988095
SoundExchange Distributions,Streaming,2007-01-01,44.644396527
SoundExchange Distributions,Streaming,2008-01-01,118.74288793
SoundExchange Distributions,Streaming,2009-01-01,185.304462633
SoundExchange Distributions,Streaming,2010-01-01,292.171389001
SoundExchange Distributions,Streaming,2011-01-01,331.875948591
SoundExchange Distributions,Streaming,2012-01-01,514.445211983
SoundExchange Distributions,Streaming,2013-01-01,647.930273827
SoundExchange Distributions,Streaming,2014-01-01,835.213587287
SoundExchange Distributions,Streaming,2015-01-01,865.719793095
SoundExchange Distributions,Streaming,2016-01-01,941.535964784
SoundExchange Distributions,Streaming,2017-01-01,680.027594648
SoundExchange Distributions,Streaming,2018-01-01,970.064512738
SoundExchange Distributions,Streaming,2019-01-01,908.2
Synchronization,Other,1973-01-01,0
Synchronization,Other,1974-01-01,0
Synchronization,Other,1975-01-01,0
Synchronization,Other,1976-01-01,0
Synchronization,Other,1977-01-01,0
Synchronization,Other,1978-01-01,0
Synchronization,Other,1979-01-01,0
Synchronization,Other,1980-01-01,0
Synchronization,Other,1981-01-01,0
Synchronization,Other,1982-01-01,0
Synchronization,Other,1983-01-01,0
Synchronization,Other,1984-01-01,0
Synchronization,Other,1985-01-01,0
Synchronization,Other,1986-01-01,0
Synchronization,Other,1987-01-01,0
Synchronization,Other,1988-01-01,0
Synchronization,Other,1989-01-01,0
Synchronization,Other,1990-01-01,0
Synchronization,Other,1991-01-01,0
Synchronization,Other,1992-01-01,0
Synchronization,Other,1993-01-01,0
Synchronization,Other,1994-01-01,0
Synchronization,Other,1995-01-01,0
Synchronization,Other,1996-01-01,0
Synchronization,Other,1997-01-01,0
Synchronization,Other,1998-01-01,0
Synchronization,Other,1999-01-01,0
Synchronization,Other,2000-01-01,0
Synchronization,Other,2001-01-01,0
Synchronization,Other,2002-01-01,0
Synchronization,Other,2003-01-01,0
Synchronization,Other,2004-01-01,0
Synchronization,Other,2005-01-01,0
Synchronization,Other,2006-01-01,0
Synchronization,Other,2007-01-01,0
Synchronization,Other,2008-01-01,0
Synchronization,Other,2009-01-01,239.763716282
Synchronization,Other,2010-01-01,221.238928991
Synchronization,Other,2011-01-01,223.334328418
Synchronization,Other,2012-01-01,212.233985813
Synchronization,Other,2013-01-01,208.162343515
Synchronization,Other,2014-01-01,204.875818427
Synchronization,Other,2015-01-01,218.894529344
Synchronization,Other,2016-01-01,228.847859543
Synchronization,Other,2017-01-01,242.063251407
Synchronization,Other,2018-01-01,290.686928901
Synchronization,Other,2019-01-01,276.262360199
Vinyl Single,Vinyl,1973-01-01,1094.03
Vinyl Single,Vinyl,1974-01-01,1006.03
Vinyl Single,Vinyl,1975-01-01,1005.05
Vinyl Single,Vinyl,1976-01-01,1101.26
Vinyl Single,Vinyl,1977-01-01,1034.02
Vinyl Single,Vinyl,1978-01-01,1020.67
Vinyl Single,Vinyl,1979-01-01,1245.18
Vinyl Single,Vinyl,1980-01-01,775.658373786
Vinyl Single,Vinyl,1981-01-01,721.127115512
Vinyl Single,Vinyl,1982-01-01,749.750580311
Vinyl Single,Vinyl,1983-01-01,691.249298193
Vinyl Single,Vinyl,1984-01-01,734.983117421
Vinyl Single,Vinyl,1985-01-01,667.654433086
Vinyl Single,Vinyl,1986-01-01,532.074468066
Vinyl Single,Vinyl,1987-01-01,457.527007923
Vinyl Single,Vinyl,1988-01-01,389.860716822
Vinyl Single,Vinyl,1989-01-01,239.9877
Vinyl Single,Vinyl,1990-01-01,184.652033665
Vinyl Single,Vinyl,1991-01-01,119.944803965
Vinyl Single,Vinyl,1992-01-01,120.995187455
Vinyl Single,Vinyl,1993-01-01,90.585732872
Vinyl Single,Vinyl,1994-01-01,81.423821862
Vinyl Single,Vinyl,1995-01-01,78.341088583
Vinyl Single,Vinyl,1996-01-01,77.397753346
Vinyl Single,Vinyl,1997-01-01,56.706474766
Vinyl Single,Vinyl,1998-01-01,40.309109816
Vinyl Single,Vinyl,1999-01-01,42.814107443
Vinyl Single,Vinyl,2000-01-01,39.046336237
Vinyl Single,Vinyl,2001-01-01,45.328231508
Vinyl Single,Vinyl,2002-01-01,35.385543635
Vinyl Single,Vinyl,2003-01-01,29.872964674
Vinyl Single,Vinyl,2004-01-01,26.93263261
Vinyl Single,Vinyl,2005-01-01,17.279428571
Vinyl Single,Vinyl,2006-01-01,12.554584821
Vinyl Single,Vinyl,2007-01-01,4.933082489
Vinyl Single,Vinyl,2008-01-01,3.44354375
Vinyl Single,Vinyl,2009-01-01,2.979171425
Vinyl Single,Vinyl,2010-01-01,2.696605918
Vinyl Single,Vinyl,2011-01-01,5.228182752
Vinyl Single,Vinyl,2012-01-01,5.281477044
Vinyl Single,Vinyl,2013-01-01,3.269213385
Vinyl Single,Vinyl,2014-01-01,5.938887283
Vinyl Single,Vinyl,2015-01-01,6.205390253
Vinyl Single,Vinyl,2016-01-01,5.198931395
Vinyl Single,Vinyl,2017-01-01,6.33967756
Vinyl Single,Vinyl,2018-01-01,5.386196747
Vinyl Single,Vinyl,2019-01-01,6.795945687
